,Suburb,Address,Rooms,Type,Price,Bedroom,Bathroom,Car,Age,Lattitude,Longtitude
382,Ashburton,9 Gona Ct,3,Bungalow,1710000.0,3.0,1.0,2.0,69.0,-37.8695,145.084
383,Ashburton,45 Yuile St,3,Bungalow,1655000.0,3.0,1.0,3.0,79.0,-37.8599,145.0815
384,Ashburton,47 Yuile St,4,Bungalow,1550000.0,4.0,2.0,2.0,81.0,-37.86,145.0817
385,Ashburton,6a Glen Rd,3,Bungalow,1662000.0,3.0,2.0,2.0,13.0,-37.8742,145.07
386,Ashburton,18 Glen Rd,3,Bungalow,1665000.0,3.0,2.0,3.0,74.0,-37.8737,145.0695
388,Ashburton,29A Yuile St,5,Bungalow,3510000.0,5.0,5.0,2.0,4.0,-37.8598,145.0796
390,Ashburton,2/17 Ashburn Gr,3,Townhouse,900000.0,3.0,2.0,2.0,29.0,-37.8655,145.0808
392,Ashburton,15 Comas Gr,5,Bungalow,2752000.0,6.0,4.0,2.0,9.0,-37.8714,145.07299999999995
393,Ashburton,3 Mustang Ct,3,Bungalow,1500000.0,3.0,2.0,2.0,74.0,-37.8653,145.0897
394,Ashburton,63 Dent St,4,Bungalow,1800000.0,4.0,2.0,4.0,69.0,-37.8669,145.077
395,Ashburton,4 Vears Rd,3,Bungalow,1830000.0,3.0,2.0,3.0,79.0,-37.8619,145.0879
396,Ashburton,14 Lucerne St,3,Bungalow,1415000.0,3.0,1.0,1.0,69.0,-37.8703,145.0774
397,Ashburton,5 Pitt St,2,Bungalow,1440000.0,2.0,1.0,1.0,79.0,-37.872,145.0692
398,Ashburton,1/65 Ashburn Gr,4,Townhouse,1250000.0,4.0,2.0,2.0,12.0,-37.8693,145.08
400,Ashburton,48 Nicholas St,5,Bungalow,1600000.0,5.0,3.0,4.0,69.0,-37.8724,145.0758
401,Ashburton,5 Taylor St,4,Bungalow,1860000.0,4.0,2.0,3.0,19.0,-37.8711,145.0746
402,Ashburton,1/7 Y St,3,Townhouse,1710000.0,3.0,2.0,2.0,29.0,-37.8624,145.0798
403,Ashburton,33 Highgate Gr,4,Bungalow,1790000.0,4.0,2.0,2.0,84.0,-37.8664,145.0772
404,Ashburton,9 Pitt St,4,Bungalow,1950000.0,4.0,2.0,2.0,79.0,-37.8715,145.0688
407,Ashburton,19 Poulter St,3,Bungalow,1650000.0,3.0,1.0,1.0,72.0,-37.8636,145.0903
408,Ashwood,18 Teck St,2,Bungalow,995000.0,2.0,1.0,1.0,69.0,-37.8693,145.1082
411,Ashwood,1/53 Winbirra Pde,4,Bungalow,1200000.0,4.0,3.0,2.0,3.0,-37.8716,145.0999
412,Ashwood,18 Montrose St,2,Bungalow,1075000.0,2.0,1.0,2.0,69.0,-37.8694,145.0944
413,Ashwood,4 Scenic Dr,4,Bungalow,1500000.0,2.0,2.0,2.0,19.0,-37.8647,145.1023
415,Ashwood,1/7 Farmer St,2,Townhouse,700000.0,2.0,1.0,2.0,49.0,-37.8662,145.109
416,Ashwood,1/136 High Street Rd,3,Bungalow,761000.0,3.0,2.0,4.0,69.0,-37.8675,145.106
419,Ashwood,35 Douglas St,3,Bungalow,1365000.0,3.0,1.0,1.0,69.0,-37.864000000000004,145.0972
420,Ashwood,95 Huntingdale Rd,4,Bungalow,1100000.0,3.0,2.0,2.0,49.0,-37.8621,145.1126
422,Ashwood,1/7 Murra Ct,2,Apartment,690000.0,2.0,1.0,1.0,16.0,-37.8711,145.1017
423,Ashwood,58 Ashwood Dr,3,Bungalow,1631000.0,3.0,2.0,3.0,69.0,-37.8621,145.1021
424,Ashwood,3 Harold St,4,Bungalow,1500000.0,4.0,2.0,1.0,89.0,-37.8655,145.096
426,Ashwood,16 Scenic Dr,5,Bungalow,1529500.0,5.0,3.0,2.0,19.0,-37.8637,145.1024
427,Ashwood,4/36 Queens Pde,2,Apartment,600000.0,2.0,1.0,1.0,49.0,-37.8696,145.0962
429,Ashwood,147 Huntingdale Rd,3,Bungalow,785000.0,3.0,1.0,1.0,59.0,-37.8671,145.1117
430,Ashwood,17 Parkhill Dr,4,Bungalow,1240000.0,4.0,2.0,2.0,69.0,-37.8629,145.1097
431,Ashwood,2/6 Murra Ct,2,Apartment,700000.0,2.0,1.0,2.0,12.0,-37.8709,145.102
433,Ashwood,4 Teck St,2,Bungalow,1110000.0,2.0,1.0,1.0,69.0,-37.8683,145.1082
434,Ashwood,14 Ashwood Dr,3,Bungalow,1305000.0,3.0,1.0,1.0,59.0,-37.858000000000004,145.1038
435,Ashwood,1/2 Condah Ct,3,Bungalow,855000.0,3.0,2.0,1.0,61.0,-37.87,145.1103
436,Ashwood,1/16 Raymond St,3,Townhouse,900500.0,3.0,2.0,2.0,7.0,-37.8655,145.1096
437,Ashwood,4 Newbury Ct,3,Bungalow,1200000.0,3.0,2.0,2.0,49.0,-37.8614,145.1098
438,Ashwood,2/53 Salisbury Rd,3,Townhouse,830000.0,2.0,1.0,2.0,7.0,-37.8723,145.1089
439,Avondale Heights,8 Norma Ct,3,Bungalow,850000.0,3.0,1.0,1.0,49.0,-37.7677,144.8674
440,Avondale Heights,9 Rogerson St,3,Bungalow,750000.0,3.0,1.0,1.0,39.0,-37.7634,144.8611
441,Avondale Heights,157 Canning St,3,Townhouse,851000.0,3.0,3.0,1.0,2.0,-37.77,144.8572
443,Avondale Heights,36 Wood St,4,Bungalow,806000.0,4.0,2.0,1.0,11.0,-37.7676,144.859
444,Avondale Heights,2 Arbor Tce,4,Bungalow,1155000.0,3.0,2.0,2.0,11.0,-37.7654,144.8655
448,Avondale Heights,68 Thompson St,3,Bungalow,680000.0,3.0,1.0,2.0,49.0,-37.7591,144.8542
451,Avondale Heights,97 Military Rd,3,Bungalow,627500.0,3.0,1.0,1.0,49.0,-37.7632,144.8622
453,Avondale Heights,3 Clive Ct,4,Bungalow,950000.0,4.0,3.0,3.0,49.0,-37.7524,144.8714
455,Avondale Heights,2/6 Nelson Ct,2,Townhouse,585000.0,2.0,1.0,1.0,7.0,-37.7623,144.8613
463,Avondale Heights,2/10 Military Rd,2,Apartment,440000.0,2.0,1.0,1.0,20.0,-37.7697,144.8657
466,Avondale Heights,8 Herbert St,3,Bungalow,705000.0,3.0,1.0,1.0,59.0,-37.7691,144.8575
467,Avondale Heights,2 Hillman Ct,4,Bungalow,1100000.0,4.0,3.0,2.0,27.0,-37.7609,144.8639
468,Avondale Heights,20 Westminster Dr,3,Bungalow,892500.0,3.0,1.0,1.0,54.0,-37.7642,144.8603
470,Avondale Heights,1/24 Bordeaux St,2,Bungalow,522500.0,2.0,1.0,1.0,24.0,-37.756,144.8641
471,Avondale Heights,72 Military Rd,4,Bungalow,680000.0,4.0,2.0,2.0,59.0,-37.7649,144.8633
472,Avondale Heights,1/5 South Tce,3,Apartment,500000.0,3.0,1.0,1.0,29.0,-37.7507,144.8576
473,Avondale Heights,1/4 Weyburn Pl,2,Townhouse,550000.0,2.0,1.0,2.0,26.0,-37.7592,144.8681
475,Avondale Heights,2 Drake Ct,3,Bungalow,875000.0,3.0,1.0,3.0,59.0,-37.765,144.8578
478,Avondale Heights,109 North Rd,4,Bungalow,762000.0,4.0,2.0,2.0,58.0,-37.7573,144.8534
479,Avondale Heights,2/4 Carmyle Ct,2,Apartment,411000.0,2.0,1.0,1.0,24.0,-37.7608,144.863
482,Avondale Heights,10 Skewes St,3,Bungalow,805000.0,3.0,2.0,2.0,49.0,-37.7607,144.8581
483,Avondale Heights,62 Skewes St,4,Bungalow,890000.0,4.0,2.0,4.0,59.0,-37.757,144.8566
485,Avondale Heights,43 Skewes St,3,Bungalow,634000.0,4.0,2.0,1.0,69.0,-37.7584,144.8568
486,Avondale Heights,63 Doyle St,3,Bungalow,642000.0,3.0,1.0,1.0,59.0,-37.7567,144.8572
489,Balaclava,18 Linton St,4,Bungalow,1819000.0,3.0,2.0,1.0,119.0,-37.8668,144.9928
490,Balaclava,7/72 Grosvenor St,2,Apartment,410000.0,2.0,1.0,2.0,54.0,-37.8731,144.9958
492,Balaclava,1/34 Gourlay St,2,Townhouse,1015000.0,2.0,1.0,2.0,19.0,-37.8723,144.9961
493,Balaclava,4/9 Gourlay St,2,Apartment,502500.0,2.0,1.0,1.0,59.0,-37.8725,144.9952
494,Balaclava,1/22 Sycamore Gr,2,Apartment,520000.0,2.0,1.0,0.0,49.0,-37.8742,144.9972
495,Balaclava,6/23 Gourlay St,2,Apartment,442000.0,2.0,1.0,1.0,59.0,-37.8726,144.9962
496,Balaclava,6 Blenheim St,3,Bungalow,1193000.0,3.0,1.0,1.0,99.0,-37.8663,144.9948
497,Balaclava,3/20 Orange Gr,2,Apartment,416000.0,2.0,1.0,1.0,59.0,-37.8678,144.9966
499,Balaclava,2/19 Camden St,2,Apartment,474000.0,2.0,1.0,1.0,49.0,-37.8667,144.9917
500,Balaclava,1/17 Albion St,2,Bungalow,981000.0,2.0,1.0,0.0,89.0,-37.874,144.9933
501,Balaclava,10 Grosvenor St,3,Bungalow,1690000.0,3.0,2.0,2.0,129.0,-37.872,144.9909
502,Balaclava,3/33 Gourlay St,2,Apartment,540000.0,2.0,1.0,1.0,49.0,-37.8727,144.9969
503,Balaclava,41 Marlborough St,3,Bungalow,1080000.0,3.0,1.0,1.0,91.0,-37.8696,144.9925
506,Balwyn,166 Gordon St,2,Bungalow,2100000.0,2.0,1.0,1.0,99.0,-37.8094,145.0807
507,Balwyn,36 Narrak Rd,4,Bungalow,1800000.0,4.0,2.0,2.0,34.0,-37.811,145.0958
508,Balwyn,2/16 Westminster St,2,Townhouse,1255000.0,2.0,1.0,1.0,19.0,-37.8128,145.0975
509,Balwyn,2/74 Balwyn Rd,3,Apartment,1070000.0,3.0,2.0,2.0,21.0,-37.8161,145.0812
510,Balwyn,112 Belmore Rd,5,Bungalow,2570000.0,5.0,3.0,2.0,10.0,-37.8028,145.0768
511,Balwyn,27 Bevan St,4,Bungalow,2400000.0,4.0,2.0,2.0,34.0,-37.8147,145.0748
514,Balwyn,5/14 Parring Rd,2,Apartment,806000.0,2.0,1.0,1.0,42.0,-37.8124,145.0916
515,Balwyn,349 Union Rd,6,Bungalow,4000000.0,6.0,4.0,7.0,84.0,-37.8051,145.1016
517,Balwyn,22 Yongala St,5,Bungalow,2250000.0,5.0,3.0,2.0,13.0,-37.8061,145.0801
519,Balwyn,9/5 Boston Rd,3,Bungalow,1140000.0,3.0,2.0,2.0,43.0,-37.8162,145.0771
521,Balwyn,40 Metung St,5,Bungalow,2800000.0,5.0,3.0,2.0,18.0,-37.8048,145.0708
524,Balwyn,142 Balwyn Rd,2,Bungalow,1850000.0,3.0,1.0,1.0,89.0,-37.8074,145.0826
525,Balwyn,9/11 Parring Rd,2,Apartment,805000.0,3.0,1.0,1.0,44.0,-37.8125,145.0901
526,Balwyn,4/3 King St,3,Bungalow,700000.0,3.0,1.0,1.0,49.0,-37.8065,145.065
528,Balwyn,3/18 Weir St,2,Bungalow,500000.0,2.0,1.0,1.0,59.0,-37.8162,145.0841
529,Balwyn,3 Westminster St,3,Bungalow,2125000.0,3.0,2.0,2.0,34.0,-37.814,145.0966
530,Balwyn,13 Naroo St,4,Bungalow,1800000.0,3.0,2.0,2.0,71.0,-37.8032,145.0693
531,Balwyn,101/201 Whitehorse Rd,2,Apartment,635000.0,2.0,1.0,1.0,5.0,-37.8116,145.0724
532,Balwyn,1/252 Union Rd,2,Apartment,526000.0,2.0,1.0,1.0,59.0,-37.8144,145.0993
534,Balwyn,1/18 Belmore Rd,3,Bungalow,905000.0,3.0,1.0,2.0,24.0,-37.8013,145.0652
535,Balwyn,316 Belmore Rd,4,Bungalow,1750000.0,4.0,3.0,2.0,3.0,-37.8044,145.1006
536,Balwyn,11/22 Brenbeal St,2,Townhouse,760000.0,2.0,1.0,1.0,59.0,-37.8112,145.0881
538,Balwyn,3/3 Iramoo St,3,Townhouse,1367000.0,3.0,2.0,2.0,16.0,-37.8125,145.0849
540,Balwyn,25 Percy St,5,Bungalow,2550000.0,5.0,3.0,2.0,89.0,-37.8096,145.0735
541,Balwyn,2/8 Evelina St,4,Townhouse,1400000.0,4.0,3.0,2.0,10.0,-37.8042,145.1042
542,Balwyn,5 Millah Rd,4,Bungalow,3270000.0,4.0,2.0,4.0,92.0,-37.8157,145.0795
543,Balwyn,6/10 Brenbeal St,2,Apartment,625000.0,2.0,1.0,1.0,59.0,-37.8122,145.0879
546,Balwyn,38 Frederick St,4,Bungalow,2730000.0,4.0,3.0,2.0,22.0,-37.8068,145.0786
548,Balwyn,6/29 Weir St,2,Apartment,460000.0,2.0,1.0,1.0,69.0,-37.8152,145.0839
550,Balwyn,3/94 Balwyn Rd,2,Apartment,1053000.0,2.0,1.0,2.0,34.0,-37.8123,145.0821
551,Balwyn,1/7 Boston Rd,3,Bungalow,1800000.0,3.0,2.0,2.0,39.0,-37.8161,145.0772
552,Balwyn,1/32 Yerrin St,3,Townhouse,1472000.0,3.0,2.0,2.0,24.0,-37.8106,145.0848
555,Balwyn,5/95 Balwyn Rd,2,Apartment,754000.0,2.0,1.0,1.0,29.0,-37.8134,145.08100000000005
558,Balwyn,29 Bevan St,4,Bungalow,2188000.0,4.0,2.0,2.0,38.0,-37.8149,145.0747
559,Balwyn,2/30 Kalimna St,2,Apartment,755000.0,2.0,1.0,1.0,39.0,-37.8092,145.0789
561,Balwyn,262 Union Rd,4,Bungalow,3290000.0,4.0,3.0,2.0,109.0,-37.8135,145.0995
564,Balwyn,27 Metung St,4,Bungalow,2410000.0,4.0,2.0,1.0,79.0,-37.8056,145.071
565,Balwyn,4/35 Weir St,2,Apartment,650000.0,2.0,1.0,1.0,59.0,-37.8147,145.084
569,Balwyn,26 Wills St,4,Bungalow,2000000.0,3.0,1.0,2.0,89.0,-37.8039,145.0631
570,Balwyn,165 Balwyn Rd,4,Bungalow,1900000.0,4.0,2.0,1.0,79.0,-37.8057,145.0825
571,Balwyn,17 Knutsford St,3,Bungalow,3401000.0,3.0,2.0,1.0,89.0,-37.8161,145.0748
572,Balwyn,47 Naroo St,3,Bungalow,1750000.0,3.0,2.0,3.0,76.0,-37.8056,145.0688
574,Balwyn,1/74 Balwyn Rd,3,Townhouse,1100000.0,3.0,2.0,1.0,79.0,-37.8161,145.0809
575,Balwyn,112 Belmore Rd,5,Bungalow,3020000.0,5.0,3.0,2.0,10.0,-37.8028,145.0768
577,Balwyn,12 Wills St,5,Bungalow,2450000.0,4.0,2.0,2.0,59.0,-37.8058,145.0627
579,Balwyn,3/12 Brenbeal St,2,Apartment,730000.0,2.0,1.0,1.0,59.0,-37.812,145.0876
581,Balwyn,321a Union Rd,3,Bungalow,1500000.0,3.0,2.0,2.0,8.0,-37.8075,145.1011
582,Balwyn,46 Yongala St,3,Bungalow,1850000.0,3.0,1.0,1.0,69.0,-37.8058,145.0781
583,Balwyn,33 Power St,4,Bungalow,1700000.0,3.0,1.0,1.0,84.0,-37.8099,145.0792
585,Balwyn North,3/41 Clifton St,3,Townhouse,1315000.0,3.0,2.0,2.0,19.0,-37.7966,145.1021
586,Balwyn North,153 Doncaster Rd,3,Bungalow,1500000.0,3.0,2.0,1.0,69.0,-37.7939,145.0789
587,Balwyn North,19 Jacka St,4,Bungalow,3230000.0,4.0,4.0,3.0,59.0,-37.8014,145.0892
590,Balwyn North,25 Bolinda Rd,4,Bungalow,1905000.0,4.0,2.0,2.0,64.0,-37.7917,145.0868
591,Balwyn North,3 Dumblane St,5,Bungalow,3300000.0,5.0,4.0,2.0,4.0,-37.7907,145.0907
592,Balwyn North,30 Hood St,4,Bungalow,1900000.0,4.0,2.0,2.0,64.0,-37.7988,145.0726
593,Balwyn North,36 Kenny St,3,Bungalow,2251000.0,3.0,1.0,2.0,69.0,-37.8002,145.0949
594,Balwyn North,13 Riverview Rd,4,Bungalow,2205000.0,4.0,2.0,2.0,69.0,-37.7906,145.0788
595,Balwyn North,43 Sweyn St,3,Bungalow,1265000.0,3.0,2.0,1.0,8.0,-37.7947,145.1035
597,Balwyn North,14 Kawarren St,4,Bungalow,1750000.0,4.0,2.0,2.0,59.0,-37.7856,145.0918
598,Balwyn North,88 Longview Rd,3,Bungalow,1450000.0,3.0,1.0,2.0,69.0,-37.7862,145.0781
599,Balwyn North,113 Maud St,4,Bungalow,2614000.0,4.0,2.0,2.0,64.0,-37.7959,145.0787
600,Balwyn North,6 Stuart Ct,4,Bungalow,1825000.0,4.0,2.0,3.0,61.0,-37.7944,145.1028
603,Balwyn North,325 Belmore Rd,5,Bungalow,3250000.0,3.0,4.0,2.0,6.0,-37.804,145.0951
605,Balwyn North,15 Ellendale St,3,Townhouse,1150000.0,3.0,2.0,1.0,16.0,-37.7893,145.092
606,Balwyn North,85 Tannock St,3,Bungalow,1575000.0,3.0,2.0,2.0,66.0,-37.7851,145.0957
608,Balwyn North,30 Clifton St,4,Bungalow,1572000.0,4.0,2.0,2.0,54.0,-37.798,145.1007
611,Balwyn North,108 Bulleen Rd,5,Bungalow,1750000.0,5.0,3.0,2.0,6.0,-37.7851,145.0775
612,Balwyn North,5 Carrington St,4,Bungalow,1850000.0,4.0,2.0,2.0,29.0,-37.8025,145.0843
615,Balwyn North,3 Clive Ct,4,Bungalow,2130000.0,4.0,3.0,2.0,49.0,-37.7822,145.0907
617,Balwyn North,7 Page St,5,Bungalow,3690000.0,4.0,4.0,2.0,52.0,-37.802,145.0797
618,Balwyn North,8 Cash St,4,Bungalow,1740000.0,4.0,2.0,2.0,26.0,-37.7843,145.0891
619,Balwyn North,7 Grieve St,4,Bungalow,2575000.0,4.0,3.0,2.0,13.0,-37.7981,145.0904
620,Balwyn North,39 Kawarren St,4,Bungalow,1388800.0,3.0,2.0,1.0,49.0,-37.783,145.0926
621,Balwyn North,185 Doncaster Rd,4,Bungalow,1702000.0,4.0,2.0,2.0,80.0,-37.7943,145.083
622,Balwyn North,41 Helston St,4,Bungalow,1800000.0,4.0,2.0,4.0,59.0,-37.7841,145.0953
623,Balwyn North,15 Moody St,4,Bungalow,2910000.0,4.0,3.0,2.0,27.0,-37.7975,145.0716
627,Balwyn North,141 Greythorn Rd,5,Bungalow,1500000.0,3.0,1.0,1.0,69.0,-37.8023,145.0976
628,Balwyn North,23a The Boulevard,5,Bungalow,2200000.0,5.0,3.0,2.0,64.0,-37.7868,145.0677
632,Balwyn North,1 Bolinda Rd,3,Bungalow,1700000.0,3.0,2.0,3.0,59.0,-37.7935,145.0865
633,Balwyn North,35 Corhampton Rd,3,Bungalow,1750000.0,2.0,1.0,2.0,71.0,-37.7971,145.0672
635,Balwyn North,56a Clifton St,3,Bungalow,1230000.0,3.0,3.0,1.0,7.0,-37.7949,145.1014
636,Balwyn North,2 Tudor Ct,7,Bungalow,2600000.0,5.0,3.0,3.0,11.0,-37.7898,145.0967
637,Balwyn North,28 Walnut Rd,4,Bungalow,1950000.0,3.0,3.0,2.0,49.0,-37.7889,145.0904
638,Balwyn North,14 Dumblane St,5,Bungalow,1750000.0,5.0,2.0,2.0,64.0,-37.7907,145.0916
639,Balwyn North,64 Greythorn Rd,5,Bungalow,2000000.0,5.0,2.0,2.0,69.0,-37.796,145.0984
640,Balwyn North,42 Maud St,3,Bungalow,1480000.0,3.0,1.0,4.0,69.0,-37.7951,145.0696
642,Balwyn North,54 Sutton St,3,Bungalow,1818000.0,3.0,1.0,1.0,89.0,-37.7956,145.0829
644,Balwyn North,48 Hosken St,4,Bungalow,2525000.0,4.0,2.0,2.0,59.0,-37.7988,145.089
645,Balwyn North,17 Stephens St,4,Bungalow,3360000.0,4.0,3.0,1.0,16.0,-37.797,145.086
646,Balwyn North,20 Ajax St,4,Bungalow,1620000.0,4.0,2.0,1.0,59.0,-37.7885,145.0854
647,Balwyn North,15 Illawarra Rd,3,Bungalow,1903000.0,3.0,1.0,2.0,69.0,-37.7982,145.0816
649,Balwyn North,12 Clifton St,4,Bungalow,1720000.0,4.0,3.0,2.0,69.0,-37.8002,145.0999
652,Balwyn North,9 Seattle St,4,Bungalow,1675000.0,4.0,2.0,2.0,45.0,-37.7835,145.0883
653,Balwyn North,16 Sylvan St,4,Townhouse,1680000.0,4.0,3.0,1.0,5.0,-37.7987,145.0788
656,Balwyn North,9 Stephens St,5,Bungalow,4000000.0,5.0,5.0,4.0,6.0,-37.7961,145.0859
658,Balwyn North,5 Grieve St,4,Bungalow,2205000.0,4.0,2.0,2.0,69.0,-37.7982,145.0903
660,Balwyn North,28 Severn St,3,Bungalow,2100000.0,3.0,2.0,3.0,79.0,-37.796,145.0696
662,Balwyn North,3/1 Corhampton Rd,2,Bungalow,685000.0,2.0,1.0,1.0,44.0,-37.7935,145.0679
664,Balwyn North,85a Woodville St,3,Bungalow,1335000.0,3.0,2.0,2.0,10.0,-37.7846,145.0935
667,Balwyn North,41 Helston St,4,Bungalow,1900000.0,4.0,2.0,4.0,59.0,-37.7841,145.0953
669,Balwyn North,3/52 Maud St,2,Apartment,735000.0,2.0,1.0,1.0,49.0,-37.7953,145.0712
670,Balwyn North,3/48 Alpha St,2,Apartment,1040000.0,2.0,1.0,1.0,24.0,-37.7996,145.0959
672,Balwyn North,19 Hedderwick St,4,Bungalow,1250000.0,4.0,2.0,2.0,69.0,-37.7997,145.0993
673,Balwyn North,34 Kawarren St,6,Bungalow,1900000.0,6.0,3.0,2.0,45.0,-37.7842,145.0921
674,Balwyn North,430 Balwyn Rd,5,Bungalow,1875000.0,5.0,3.0,2.0,58.0,-37.7854,145.0869
675,Balwyn North,43 Helston St,4,Bungalow,1530000.0,4.0,2.0,2.0,59.0,-37.7839,145.0954
676,Balwyn North,16 Nevada St,4,Bungalow,1700000.0,3.0,2.0,5.0,59.0,-37.786,145.0886
677,Balwyn North,3/191 Balwyn Rd,3,Townhouse,1238000.0,3.0,2.0,2.0,9.0,-37.8028,145.0828
678,Balwyn North,233 Balwyn Rd,3,Bungalow,1320000.0,3.0,1.0,0.0,59.0,-37.7982,145.0839
679,Balwyn North,5/133 Maud St,2,Apartment,560000.0,2.0,1.0,1.0,69.0,-37.7961,145.0808
680,Balwyn North,11 Milfay Ct,3,Bungalow,1651000.0,3.0,1.0,2.0,59.0,-37.7895,145.0985
681,Balwyn North,23A The Boulevard,5,Bungalow,1920000.0,5.0,3.0,2.0,64.0,-37.7868,145.0677
682,Balwyn North,123 Winfield Rd,5,Bungalow,1560000.0,5.0,2.0,3.0,39.0,-37.7898,145.1021
684,Balwyn North,15 Ellendale St,3,Bungalow,1038000.0,3.0,2.0,1.0,16.0,-37.7893,145.092
685,Balwyn North,15 Maughan Pde,5,Bungalow,1660000.0,4.0,3.0,2.0,69.0,-37.7975,145.0961
686,Balwyn North,61 Ray Dr,3,Bungalow,1260000.0,3.0,2.0,2.0,22.0,-37.7908,145.0991
690,Balwyn North,40 Stephens St,4,Bungalow,2150000.0,4.0,2.0,2.0,59.0,-37.7993,145.0869
691,Balwyn North,24 Willis St,3,Bungalow,1770000.0,3.0,2.0,1.0,64.0,-37.7938,145.0838
692,Balwyn North,2/3 Hatfield St,2,Apartment,691500.0,3.0,1.0,1.0,51.0,-37.7938,145.0666
693,Balwyn North,1 Tovey St,5,Bungalow,1836000.0,4.0,2.0,2.0,62.0,-37.7998,145.0862
694,Bentleigh,5/205 Centre Rd,2,Apartment,636000.0,2.0,1.0,2.0,45.0,-37.9165,145.0259
696,Bentleigh,1/236 Patterson Rd,3,Apartment,875000.0,3.0,1.0,2.0,69.0,-37.9273,145.0479
697,Bentleigh,2/531 South Rd,3,Townhouse,895000.0,3.0,2.0,2.0,22.0,-37.9336,145.043
700,Bentleigh,11 Rogers Rd,3,Bungalow,1425000.0,3.0,2.0,2.0,59.0,-37.9311,145.0428
701,Bentleigh,3/2 Scotts St,2,Townhouse,851000.0,2.0,1.0,1.0,49.0,-37.9204,145.0443
702,Bentleigh,11A Mortimore St,3,Bungalow,1222500.0,3.0,2.0,2.0,19.0,-37.9272,145.0406
705,Bentleigh,174 Jasper Rd,3,Townhouse,900000.0,3.0,2.0,1.0,94.0,-37.9172,145.0421
707,Bentleigh,143 Patterson Rd,7,Bungalow,1005000.0,7.0,3.0,4.0,69.0,-37.9269,145.047
708,Bentleigh,13 Somers St,3,Bungalow,1317500.0,3.0,1.0,1.0,74.0,-37.9149,145.0254
709,Bentleigh,8/11 Brentwood St,2,Apartment,360000.0,2.0,1.0,1.0,54.0,-37.9332,145.045
710,Bentleigh,12b Coates St,4,Townhouse,1435000.0,3.0,3.0,2.0,7.0,-37.9278,145.0337
711,Bentleigh,156 Patterson Rd,3,Bungalow,1110000.0,3.0,1.0,2.0,79.0,-37.9263,145.04
712,Bentleigh,8 Rose St,4,Bungalow,2435000.0,3.0,2.0,2.0,91.0,-37.9166,145.0314
713,Bentleigh,23 Yawla St,3,Bungalow,1500000.0,3.0,2.0,1.0,79.0,-37.9134,145.0263
714,Bentleigh,39 Luckins Rd,4,Bungalow,1300000.0,4.0,2.0,2.0,79.0,-37.9318,145.0474
716,Bentleigh,592 Centre Rd,3,Bungalow,1125000.0,3.0,1.0,2.0,71.0,-37.9199,145.0477
719,Bentleigh,74 Fromer St,4,Bungalow,1328000.0,3.0,2.0,2.0,79.0,-37.9291,145.0472
720,Bentleigh,4 Gordon St,3,Bungalow,1340000.0,3.0,2.0,1.0,109.0,-37.9279,145.031
721,Bentleigh,58 London St,4,Townhouse,1155000.0,4.0,3.0,2.0,9.0,-37.9252,145.0494
722,Bentleigh,182 Patterson Rd,3,Bungalow,1275000.0,3.0,1.0,4.0,59.0,-37.9267,145.043
723,Bentleigh,548 Centre Rd,3,Bungalow,770000.0,3.0,2.0,2.0,32.0,-37.9193,145.0438
724,Bentleigh,1/30 Daley St,2,Bungalow,855000.0,2.0,1.0,1.0,79.0,-37.9243,145.0376
726,Bentleigh,13/27 Patterson Rd,2,Apartment,650000.0,2.0,1.0,1.0,59.0,-37.9245,145.0336
727,Bentleigh,112 Tucker Rd,4,Bungalow,1815000.0,4.0,2.0,4.0,69.0,-37.924,145.0504
728,Bentleigh,9 Yawla St,4,Bungalow,2255000.0,4.0,3.0,2.0,11.0,-37.9132,145.0251
729,Bentleigh,66 Fromer St,3,Bungalow,1470000.0,3.0,2.0,2.0,69.0,-37.929,145.0464
731,Bentleigh,2/7 Gordon St,2,Apartment,855000.0,2.0,2.0,3.0,14.0,-37.9274,145.031
734,Bentleigh,11 Wheatley Rd,4,Bungalow,1860000.0,4.0,2.0,3.0,89.0,-37.9163,145.0324
735,Bentleigh,2/15 Jasper Rd,2,Apartment,725000.0,2.0,1.0,1.0,29.0,-37.9326,145.0387
736,Bentleigh,6 Atkinson St,3,Bungalow,1293000.0,3.0,1.0,1.0,69.0,-37.9282,145.0367
737,Bentleigh,38 Leckie St,3,Bungalow,1390000.0,3.0,1.0,2.0,94.0,-37.9203,145.048
739,Bentleigh,33 Luckins Rd,3,Bungalow,1328000.0,3.0,2.0,2.0,49.0,-37.9317,145.0469
740,Bentleigh,4a Rosina St,4,Townhouse,1247000.0,4.0,2.0,3.0,11.0,-37.9326,145.0441
745,Bentleigh,4 Daley St,3,Bungalow,1370000.0,3.0,1.0,2.0,69.0,-37.9256,145.0374
747,Bentleigh,15 Wilson St,4,Bungalow,1385000.0,4.0,2.0,1.0,99.0,-37.9152,145.0244
749,Bentleigh,64 Tucker Rd,3,Bungalow,1095000.0,3.0,2.0,1.0,54.0,-37.9286,145.0495
751,Bentleigh,3/18 Bleazby St,2,Apartment,725000.0,2.0,1.0,1.0,7.0,-37.9173,145.0359
752,Bentleigh,2/1 Corbie St,3,Townhouse,825000.0,3.0,2.0,2.0,12.0,-37.9317,145.0352
753,Bentleigh,77B Fromer St,3,Townhouse,1235000.0,3.0,2.0,2.0,7.0,-37.9289,145.0478
